Oddworld: Abe's Oddysee;Oddworld Abe's Oddysee
None;Anno 1404 Venice
The Great Escape;The Escapists
Supreme Commander;Source Filmmaker
Pitfall: The Big Adventure;Little Big Adventure 2
Dragon Quest X;Dragon Nest
Dynasty Warriors 8: Empires;Dynasty Warriors 8 - Empires
None;DRAGON BALL XENOVERSE
RollerCoaster Tycoon 3;RollerCoaster Tycoon Deluxe
None;Vindictus
Space Chimps;Subspace Continuum
Football Manager 2011;Football Manager 2011
None;King Arthur II - The Role-playing Wargame
Dishonored;Dishonored (RU)
Lords of the Fallen;Lords Of The Fallen
Warhammer 40,000: Dawn of War II - Retribution;Warhammer 40,000 Dawn of War II  Retribution
Mario & Wario;Mars War Logs
Space Hulk;Space Hulk
Call of Duty: Ghosts;Call of Duty Ghosts
Aliens: Colonial Marines;Aliens Colonial Marines
Viking: Battle for Asgard;Viking Battle for Asgard
The Lord of the Rings: War in the North;The Lord of the Rings War in the North
Constantine;Confrontation
Lost Horizon;Horizon
Lost Planet: Extreme Condition;Lost Planet Extreme Condition
Looney Tunes: Back in Action;Jagged Alliance - Back in Action
Crystal Castles;Cubic Castles
Call of Duty: Black Ops II;Call of Duty Black Ops III
None;Kerbal Space Program
None;The Mighty Quest For Epic Loot
None;Double Action Boogaloo
None;Kentucky Route Zero
Magic: The Gathering - Battlegrounds;Magic The Gathering - Duels of the Planeswalkers
Commandos 2: Men of Courage;Commandos 2 Men of Courage
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version;Nobunaga's Ambition Souzou with Power Up Kit
Blood Bowl: Legendary Edition;Blood Bowl Legendary Edition
None;DARK SOULS II
Prince of Stride;Ace of Spades
Stronghold Kingdoms;Stronghold Kingdoms
Serious Sam: Next Encounter;Serious Sam HD The Second Encounter
War of the Monsters;War of the Roses
Street Jam Basketball;FreeStyle2 Street Basketball
Breach;AirMech
None;Moonbase Alpha
Q*bert;Aberoth
Enclave;Enclave
Tetris Worlds (Online Edition);Two Worlds Epic Edition
Air-Sea Battle;TDP4Team Battle
Cold Fear;Cry of Fear
Homeworld;Deepworld
Cars 2;Dwarfs F2P
Codename Tenka;Codename Gordon
Dungeons;Dungeonland
F.E.A.R. Files;F.E.A.R. Online
Gravitar;Defy Gravity
None;King Arthur - The Role-playing Wargame
None;RaceRoom Racing Experience 
None;WARMODE
None;Gotham City Impostors Free To Play
SuperCar Challenge;Hitman Sniper Challenge
Tom Clancy's Rainbow Six 3;Tom Clancy's Rainbow Six 3 Gold Edition
Rome: Total War;Rome Total War
Rome: Total War;Rome Total War - Alexander
Desire;Besiege
Football Manager 2012;Football Manager 2012
Football Manager 2015;Football Manager 2015
Crime Crackers;Time Clickers
F1 2012;F1 2012
Homefront;Homefront
The Bombing Islands;The Stomping Land
Shadow of the Colossus;Urizen Shadows of the Cold
Endless Ocean;Endless Space
None;Shoot Many Robots
Dragon Age: Origins;Dragon Age Origins
Borderlands: The Pre-Sequel;Borderlands The Pre-Sequel
Tomb Raider: Underworld;Tomb Raider Underworld
Prince of Persia: The Forgotten Sands;Prince of Persia The Forgotten Sands
Armed and Dangerous;Elite Dangerous
Driver 2;StarDrive 2
Total War: Attila;Total War Battles KINGDOM
None;Eden Star  Destroy - Build - Protect
Project CARS;Project AURA
UN Squadron;Squad
Lords of the Fallen;Lords of the Black Sun
Miami Vice: The Game;Mitos.is The Game
Company of Heroes 2;Company of Heroes (New Steam Version)
None;Offworld Trading Company
Create;Creativerse
Turok;Trove
Two Worlds;Teeworlds
Fuel;Fuse
Football Manager 2014;Football Manager 2014
Football Manager 2016;Football Manager 2016
Football Manager 2010;Football Manager 2009
None;Five Nights at Freddy's
None;Five Nights at Freddy's 3
None;Five Nights at Freddy's 2
None;Five Nights at Freddy's 4
None;A.V.A - Alliance of Valiant Arms
None;Velvet Sundown
Euro Truck Simulator;Autobahn Police Simulator
Test Drive Unlimited 2;Test Drive Unlimited 2
The Lord of the Rings: Conquest;The Lord of the Rings Online
None;FINAL FANTASY XI
Tom Clancy's Rainbow Six: Siege;Tom Clancy's Rainbow Six Siege
None;Zombie Panic Source
None;Takedown Red Sabre
None;E.Y.E Divine Cybermancy
Tom Clancy's Splinter Cell: Blacklist;Tom Clancy's Splinter Cell Blacklist
Natural Doctrine;Natural Selection 2
RACE On;RACE 07
None;Brawlhalla
Dungeon Defenders;Dungeon Defenders II
Mortal Kombat X;Mortal Kombat X
None;EverQuest Secrets of Faydwer
Elements of Destruction;EverQuest Seeds of Destruction
The Binding of Isaac;The Binding of Isaac Rebirth
Metro 2033;Metro 2033 Redux
The Sims;The Ship
Max Payne 3;Max Payne 3
Shovel Knight;Shovel Knight
Red Faction: Armageddon;Red Faction Armageddon
Broken Sword: The Sleeping Dragon;Broken Sword 3 - the Sleeping Dragon
The Last Remnant;The Last Remnant
Resident Evil: Revelations 2;Resident Evil Revelations 2 / Biohazard Revelations 2
None;Death Skid Marks
None;Oceanhorn Monster of Uncharted Seas
Red Dead Redemption;Road Redemption
Kengo: Master of Bushido;Styx Master of Shadows
The Evil Within;The Evil Within
Bookworm Deluxe;BookWorm Deluxe
Zombie Hunters 2;Zombies Monsters Robots
None;Audition Online
None;Thinking with Time Machine
The Godfather II;The Guild II
Blender Bros.;Blender 2.76b
City Life: World Edition;The Way of Life Free Edition
None;Only If
None;Super Chibi Knight
Rock Revolution;Worms Revolution
Rayman Legends;Rayman Legends
Sonic Unleashed;Shift 2 Unleashed
The Warriors;Tower Wars
Assassin's Creed IV: Black Flag;Assassin's Creed IV Black Flag
Guild Wars;Guild Wars
Skate 2;Sanctum 2
None;METAL SLUG 3
None;PixelJunk Eden
Vanark;Panzar
Evolve;Evolve
Bridge;The Bridge
Jet Grind Radio;Jet Set Radio
Far Cry;Far Cry
Call of Duty: Advanced Warfare;Call of Duty Advanced Warfare - Multiplayer
The Walking Dead: Season Two;The Walking Dead Season Two
Summon Night 2;Poker Night 2
None;Rabbit Hole 3D Steam Edition
The Sly Collection;The Basement Collection
Haunted House;Haunted Memories
Assassin's Creed: Unity;Assassins Creed Unity
Serious Sam: Next Encounter;Serious Sam HD The First Encounter
Serious Sam;Serious Sam 2
Microsoft Flight Simulator X;Microsoft Flight Simulator X Steam Edition
Titan Quest;Royal Quest
None;Nancy Drew Shadow at the Water's Edge
Guardian Heroes;Villagers and Heroes
None;Nancy Drew Ransom of the Seven Ships 
Nancy Drew: The Model Mysteries;Nancy Drew Tomb of the Lost Queen
None;Nancy Drew Warnings at Waverly Academy
None;Nancy Drew Danger on Deception Island 
None;Nancy Drew Last Train to Blue Moon Canyon
None;How to Survive
Duke Nukem: Total Meltdown;Duke Nukem 3D Megaton Edition
Risen;Risen
Dungeon Defenders;Dungeons of Dredmor
7th Dragon;Fight The Dragon
None;Temper Tantrum
Painkiller: Hell & Damnation;Painkiller Hell & Damnation
L.A. Noire: The Complete Edition;DiRT 3 Complete Edition
None;16bit Trader
Deadly Arts;Dead Bits
None;Space Rangers HD A War Apart
Covert Ops: Nuclear Dawn;Nuclear Dawn
None;POSTAL 2
Age of Empires Online;Guns of Icarus Online
Sniper Elite V2;Sniper Elite Nazi Zombie Army 2
None;New kind of adventure
None;DETOUR
Stellaris;Stellar 2D
Machinarium;Minimum
Road Rash;Bad Rats
Evolution Worlds;Hacker Evolution - Untold
Capcom Digital Collection;Talisman Digital Edition
None;Warlock - Master of the Arcane
Serious Sam 3: BFE;Serious Sam 3 BFE
The Shoot;The Showdown Effect
Project: Snowblind;Project Zomboid
Sniper Elite 3;Sniper Elite Nazi Zombie Army
Minecraft;Guncraft
None;POSTAL
Stronghold Crusader Extreme;Stronghold Crusader HD
Skate City Heroes;Strike Suit Zero
FlatOut 2;FlatOut 2
Darkstalkers Resurrection;Disciples III Resurrection
Polaris;Polarity
The Idolm@ster;The Howler
Pac 'n Roll;Rig 'n' Roll
Robo Pit;RoboBlitz
Farming Simulator 2011;Farming Simulator 2011
Asteroids;Asteroids Outpost
Train Simulator 2016;Trainz Simulator 12
Disciples III: Renaissance;Disciples II Rise of the Elves
None;Eufloria
NBA 2K15;NBA 2K15
NASCAR '14;NASCAR '14
Men of War: Vietnam;Men of War Vietnam
Medal of Honor Heroes;Men of War Condemned Heroes
Small Soldiers;Toy Soldiers
Men of War: Assault Squad;Men of War Assault Squad
Resident Evil 6;Resident Evil 6 / Biohazard 6
Magic: The Gathering - Battlegrounds;Magic The Gathering - Duels of the Planeswalkers 2013
None;DYNASTY WARRIORS 8 Xtreme Legends Complete Edition
Downforce;Broforce
Next Generation of Chaos;Agarest Generations of War
Naruto Shippuden: Ultimate Ninja Storm Revolution;NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution
Hyperdimension Neptunia Re;Hyperdimension Neptunia Re
Resident Evil: Operation Raccoon City;Resident Evil Operation Raccoon City
Chaotic: Shadow Warriors;Shadow Warrior
None;Shufflepuck Cantina Deluxe VR
The House of the Dead 2;Super House of Dead Ninjas
Gran Turismo 5 Prologue;Talisman Prologue
None;Angry Video Game Nerd Adventures
Strider 2;Strider
Onimusha 3: Demon Siege;Onimusha 3 Demon Siege
Breath of Fire II;Breath of Death VII 
Sacred Gold;Sacred 2 Gold
Double Dragon;Double Dragon Neon
WCW vs the World;Cthulhu Saves the World 
None;FINAL FANTASY TYPE-0 HD
Dungeons & Dragons: Shadow over Mystara;Dungeons & Dragons Chronicles of Mystara
Rise of Nightmares;Rise of Incarnates
Sky Odyssey;Abyss Odyssey
Doom 3 BFG Edition;DOOM 3 BFG Edition
TrackMania DS;TrackMania Canyon
Art Academy;Hero Academy
River City Ransom EX;Retro City Rampage DX
Mortal Kombat Kollection;Mortal Kombat Kollection
None;Shadow Warrior Classic Redux
Warhammer 40,000: Space Marine;Warhammer 40,000 Regicide
ModNation Racers;Nation Red
Warhammer: Dark Omen;Warhammer Quest
Legendary;Legendary
Vanguard Bandits;Vanguard Princess
Dungeon Raiders;Dungeon Hearts
None;Party of Sin
None;FINAL FANTASY VIII
Supreme Commander 2;Supreme Commander 2
Supreme Commander;Supreme Commander
Densha De Go! 2;Defense Grid 2
Crysis: Warhead;Crysis Warhead
Batman: Arkham Knight;Batman Arkham Knight
Crysis: Warhead;Crysis Wars
Heroes of Might and Magic V;Heroes of Might & Magic III - HD Edition
Football Manager 2010;Football Manager 2010
Castlevania: Lords of Shadow 2;Castlevania Lords of Shadow 2
The Darkness II;The Darkness II
None;Tribes Ascend
Puzzle Quest 2;Puzzle Quest
Amplitude;Altitude
Championship Pony;Champions Online
None;Skullgirls Endless Beta
Rogue Trooper;Booster Trooper
Grand Theft Auto III;Grand Theft Auto III
Grand Theft Auto: Vice City;Grand Theft Auto Vice City
DropCast;Droplitz
Assassin's Creed;Assassin's Creed
None;Lead and Gold - Gangs of the Wild West
None;Killing Floor Mod Defence Alliance 2
Miami Vice: The Game;Race The WTCC Game
Heroes of Might and Magic V;Heroes of Might & Magic V
Majesty 2 Collection;Majesty 2 Collection
Solaris;Solar 2
Dungeon Siege II;Dungeon Siege
Sports Collection;King Arthur Collection
Neverwinter Nights 2;Neverwinter Nights 2 Platinum
None;Sigils of Elohim
Unreal Tournament;Speedball 2 Tournament
Legend: Hand of God;Legend of Grimrock
Wasteland 2;Wasteland 2
Malice;Magicite
None;System Shock 2
Gobliiins 4;Dominions 4
God Hand;God Mode
Age of Mythology: The Titans;Age of Mythology Extended Edition
None;Shadowrun Dragonfall - Director's Cut
None;Divinity II Developer's Cut
Cities XL 2012;Cities XL Platinum
None;SOMA
Tetris;Retrovirus
Overwatch;Hammerwatch
None;RAW - Realms of Ancient War
Killzone: Mercenary;Evochron Mercenary
Fallout 4;Fallout 2
Final Fantasy Tactics;Fallout Tactics
Stronghold 3;Stronghold 2
Game of Thrones;Game of Thrones 
Star Wars Jedi Knight II: Jedi Outcast;Star Wars - Jedi Knight II Jedi Outcast
None;Adventures of Bertram Fiddle Episode 1 A Dreadly Business
Call of Duty: Black Ops II;Call of Duty Black Ops II - Zombies
Gothic 3;Gothic 3
Drone Tactics;Warmachine Tactics
Call of Duty: World at War;Call of Duty World at War
Crash Team Racing;Crash Time II
Dead Rising 2;Dead Rising 2
Rogue Warrior;Rogue Warrior
Worms: Ultimate Mayhem;Worms Ultimate Mayhem
Worms Armageddon;Worms Armageddon
Train Simulator 2016;Train Simulator
Farming Simulator 2013;Farming Simulator 2013
Medal of Honor: Vanguard;Medal of Honor(TM) Single Player
The Bureau: XCOM Declassified;The Bureau XCOM Declassified
Final Fantasy XIV: A Realm Reborn;FINAL FANTASY XIV A Realm Reborn
Dungeon Siege II;Hero Siege
Aliens versus Predator: Extinction;Aliens versus Predator Classic 2000
Monkey Hero;One Way Heroics
None;Before the Echo
Star Wars Starfighter: Special Edition;DUNGEONS - Steam Special Edition
Ocean Commander;Divinity Dragon Commander
GRID Autosport;GRID Autosport
None;Guardians of Middle-earth
Command & Conquer: Red Alert 3;Command and Conquer Red Alert 3 - Uprising
Red Faction;Red Faction
None;Leviathan Warships
Prince of Persia: The Sands of Time;Prince of Persia The Sands of Time
None;Post Apocalyptic Mayhem
Resistance: Retribution;Metal War Online Retribution
Call of Duty 4: Modern Warfare;Call of Duty 4 Modern Warfare
None;Half-Life Deathmatch Source
None;Half-Life Opposing Force
War of the Monsters;War of the Vikings
Call of Duty: Ghosts;Call of Duty Ghosts - Multiplayer
None;War of the Roses Balance Beta
Tales of Symphonia;Blade Symphony
Bloody Roar;Bloody Trapland
Deer Hunter;Dragomon Hunter
Vanark;Landmark
Overlord II;Overlord II
Overlord;Overlord
Goodbye Deponia;Chaos on Deponia
Indiana Jones and the Staff of Kings;Indiana Jones and the Fate of Atlantis
Goodbye Deponia;Goodbye Deponia
Deponia;Deponia
Primal;Primordia
The Thing;The Dig
Indiana Jones and the Staff of Kings;Indiana Jones and the Last Crusade
None;Long Live The Queen
Doom;Loom
Baldur's Gate: Dark Alliance II;Baldur's Gate Enhanced Edition
The Inner World;Another World
Sid Meier's Pirates!;Sid Meier's Pirates!
Home Run;Home
None;Vampire The Masquerade - Bloodlines
Dragon's Lair;Dragon's Lair
Dead Space;Edge of Space
Star Trek: Conquest;Star Trek D-A-C
None;GRAV
Star Trek Online;Star Trek Online
None;The Repopulation
Dragon Quest X;Dragon Nest Europe
Bleach: Blade Battlers;BloodRealm Battlegrounds
None;Age of Conan Unchained - EU version
Devil Kings;Devilian
Marvel Trading Card Game;Infinity Wars - Animated Trading Card Game
None;Star Crusade CCG
Forsaken;Forsaken World 
None;Stranded Deep
None;Global Agenda
Sol Trigger;SolForge
Dead Head Fred;Deadbreed
Dragon's Lair;Dragons and Titans
None;Epic Cards Battle(TCG)
Child of Light;Child of Light
Reactor;rFactor
Expendable;The Expendabros
Gears of War;Gems of War
Glory of Heracles;12 Labours of Hercules
None;9 Clues 2 The Ward
Strider 2;Strife
Frankenstein's Monster;Frankenstein Master of Death
Sakura Wars;Sakura Clicker
Secrets of the Titanic;Nikopol Secrets of the Immortals
None;Teddy Floppy Ear - The Race
Bugriders: The Race of Kings;Curse The Eye of Isis
Farming Simulator 2015;Car Mechanic Simulator 2015
None;GunZ 2 The Second Duel
Star Fox Command;AI War Fleet Command
None;Red Crucible Firestorm
Batman: Arkham Origins Blackgate;Batman Arkham Origins Blackgate - Deluxe Edition
Hearts of Iron III;Hearts of Iron III
Ultimate Brain Games;Ultimate General Gettysburg
March of the Penguins;March of the Eagles
Sengoku;Sengoku
None;The Raven - Legacy of a Master Thief
Civilization II;Civil War II
A-Train 6;A-Train 8
None;Fistful of Frags
MapleStory DS;MapleStory
Football Manager 2016;Football Manager 2016 Demo
Transformers;Transformice
None;MicroVolts Surge
None;MURDERED SOUL SUSPECT
Data East Arcade Classics;Deathmatch Classic
Cradle of Rome;Call of Tomsk-7
Nuclear Strike;UberStrike
Dark Arena;Krosmaster Arena
None;Merchants of Kaidan
Pro Evolution Soccer 2015;Pro Evolution Soccer 2015
Trine;Thief
Rock Band;Rochard
Grand Kingdom;Aura Kingdom
Street Fighter IV;Street Fighter IV
Sid Meier's Railroads!;Sid Meier's Railroads!
None;Planetary Annihilation TITANS
World in Conflict;World in Conflict Soviet Assault
Unreal Tournament 2003;Unreal Tournament 3 Black Edition
None;Magic 2015
Jade Empire;Space Empires V
Mortal Kombat;Modular Combat
None;Mystery PI The Vegas Heist
Mystery P.I. - Portrait of a Thief;Mystery P.I. The Lottery Ticket
Games Around the World;Amazing Adventures Around the World
None;Mishap An Accidental Haunting
The Sims Deluxe;Chuzzle Deluxe
The Bard's Tale;The Wizard's Pen
Amazing Adventures: The Forgotten Ruins;Amazing Adventures The Lost Tomb
Super Monkey Ball Deluxe;Big Money! Deluxe
Escape Dead Island;Escape Rosecliff Island
The Sims Deluxe;Talismania Deluxe
Empire Deluxe;Dynomite! Deluxe
Bejeweled 2 Deluxe;Bejeweled Deluxe
None;Feeding Frenzy 2 Shipwreck Showdown Deluxe
Bejeweled 2 Deluxe;Bejeweled 2 Deluxe
Reign of Fire;Reign Of Kings
None;Life is Feudal Your Own
Dead Rising 3;Dead Rising 3
Just Cause 3;Just Cause 3
None;Warhammer End Times - Vermintide
IL-2 Sturmovik: Cliffs of Dover;IL-2 Sturmovik Cliffs of Dover
None;Angels Fall First
Legends of Wrestling;Legends of Aethereus
X Rebirth;X Rebirth
Final Fantasy Explorers;Planet Explorers
None;Divinity Dragon Commander Beta
Kingdom Hearts;Kingdom Rush
Angry Birds;Angry Birds Space
The Elder Scrolls Online;The Elder Scrolls Online Tamriel Unlimited
The Incredibles;Incredipede
None;Zeno Clash 2
Star Fox;StarForge
Magicka;Magicka 2
Enter the Matrix;Interstellar Marines
Way of the Samurai 4;Way of the Samurai 4
Resident Evil Director's Cut;Strike Suit Zero Director's Cut
Gunship;Kenshi
None;X3 Albion Prelude
None;Knights and Merchants
Tropix;CroNix
F1 2014;F1 2014
None;Yet Another Zombie Defense
Sniper Elite;Sniper Elite
Worms;Waveform
None;Pixel Piracy
Divinity: Original Sin;Divinity Original Sin
None;HELLDIVERS
None;Fallen Enchantress
Zone of the Enders;Dungeon of the Endless
Tom Clancy's EndWar;Tom Clancy's EndWar
Outlaw Tennis;Outland
Divinity: Original Sin;Divinity Original Sin Enhanced Edition
Stretch Panic;Stealth Inc 2
None;Gnomoria
None;8BitMMO
Test Drive Unlimited 2;Hunting Unlimited 2010
Saint;Sanctum
None;Nether
My Ballet Studio;GameMaker Studio
Fallout 3;Fallout 3
Bionicle;Bionic Dues
None;Guild of Dungeoneering
None;Holy Potatoes! A Weapon Shop?!
Sid Meier's Railroads!;Sid Meier's Starships
Evil Genius;Evil Genius
Pillars of Eternity;Pillars of Eternity
Ragnarok Odyssey;Ragnarok Online 2
East India Company;East India Company Gold
Penguin no Mondai: The World;Penguins Arena Sedna's World
None;Sunrider Mask of Arcadius
Tropico 3: Gold Edition;Tropico 3 - Steam Special Edition
Shadows of the Damned;Shadows on the Vatican - Act I Greed
Alien Resurrection;Super Killer Hornet Resurrection
To Heart;Frozen Hearth
Tornado Outbreak;Scourge Outbreak
Samurai Spirits (CD);Sakura Spirit
None;Really Big Sky
SkullMonkeys;Gun Monkeys
None;Nosferatu The Wrath of Malachi
Pictionary: Ultimate Edition;Galactic Civilizations I Ultimate Edition
RPG Maker 3;RPG Maker VX Ace
None;You Need A Budget 4 (YNAB)
Tales of Zestiria;Tales of Zestiria
Trials Fusion;Trials Fusion
Half-Life 2;Half-Life 2 Update
Gauntlet;Gauntlet 
Rail Simulator;Tabletop Simulator
None;Oddworld New 'n' Tasty
Forever Kingdom;Cloudberry Kingdom
Science Papa;Screencheat
Rogue Galaxy;Rebel Galaxy
Space Invaders Extreme;Gas Guzzlers Extreme
Gungrave;Gunman Clive
Bound By Flame;Boo Bunny Plague
Tales of Rebirth;Wanderlust Rebirth
Mario Bros.;Marlow Briggs
Teslagrad;Teslagrad
None;Artemis Spaceship Bridge Simulator
Beaterator;Great Permutator
Bulletstorm;Bulletstorm
Rush Hour;Rush Bros
Zoo Tycoon;RPG Tycoon
RPG Maker 3;RPG Maker 2003
Games Around the World;Tales from the Borderlands
Judge Dredd: Dredd Vs Death;Judge Dredd Dredd vs Death
Moon;Moonrise
Tiny Tank;Tiny Brains
None;Ultionus A Tale of Petty Revenge
None;Hack 'n' Slash
Sigma Star Saga;Lego Star Wars Saga
None;Rogue Shooter The FPS Roguelike
Heroes of Mana;Heroes of a Broken Land
Serious Sam: Next Encounter;Serious Sam The Random Encounter
Final Fantasy;Fearless Fantasy
Alien Syndrome;Noir Syndrome
None;Intergalactic Bubbles
Titan Quest;Titan Souls
Ultimate Band;Ultimate Tic-Tac-Toe
Fear Effect;Dead Effect
None;MURI
Gaist Crusher;Fist Puncher
None;AirBuccaneers
Star Wars: Dark Forces;Star Wars Dark Forces
March of the Penguins;Echo of the Wilds
None;Valdis Story Abyssal City
Conduit 2;Cloudbuilt
Power Pro GB;Tower of Guns
Star Wars: Republic Commando;Star Wars Republic Commando
Street Fighter: The Movie;Joe Danger 2 The Movie
Dead to Rights;Deadlight
Lips;Lucius
Magic Carpet;Magic Duels
Zombie Hunters 2;Zombie Driver HD
Pictionary: Ultimate Edition;Galactic Civilizations II Ultimate Edition
None;RIDE Game
The Getaway;The Cat Lady
Driver: San Francisco;Driver San Francisco
Jewel Quest II;EverQuest II
Assassin's Creed: Revelations;Assassin's Creed Revelations
Hunted: The Demon's Forge;Hunted The Demon's Forge
Ballblazer Champions;Bloodline Champions
Call of Duty: Black Ops 3;Call of Duty Black Ops - OSX
Call of Duty: Black Ops 3;Call of Duty Black Ops - Multiplayer OSX
Portal Runner;Mortal Online
None;X-COM Terror from the Deep
None;X-COM Interceptor
X-COM: UFO Defense;X-COM UFO Defense
Operation Flashpoint: Red River;Operation Flashpoint Red River
Breath of Fire;Burstfire
NBA 2K16;NBA 2K16
Serious Sam: Next Encounter;Serious Sam Classic The First Encounter
Blood Bowl: Legendary Edition;Blood Bowl Chaos Edition
Disciples III: Renaissance;The Guild II Renaissance
Mahjong 3D: Warriors of the Emperor;King's Bounty Warriors of the North
Disciples III: Renaissance;Disciples III Renaissance
Might & Magic Heroes VII;Might & Magic Heroes VII 
King's Bounty: Armored Princess;King's Bounty Crossworlds
None;King's Bounty Dark Side
Shadowrun;Shadowrun Returns
None;SpellForce 2 - Faith in Destiny
Blackwater;Blackguards
None;Grotesque Tactics 2 - Dungeons and Donuts
7 Wonders II;Age of Wonders III
None;Magic The Gathering  Duels of the Planeswalkers 2012
Drakengard 2;Blackguards 2
Pinball;Pinball FX2
Rocksmith 2014;Rocksmith 2014
None;Fallen Enchantress Legendary Heroes
None;Grotesque Tactics Evil Heroes
Sled Storm;CastleStorm
Pinball;Pinball Arcade
Battle Rage;Lichdom Battlemage
None;Reversion - The Escape
King's Bounty: Armored Princess;Kings Bounty Legions
None;Lost Lands A Hidden Object Adventure
Wario World;Prime World
Sega Superstars;Football Superstars
Rise of the Kasai;Rise of the Triad
Hitman: Contracts;Hitman Codename 47
Grand Theft Auto;Grand Theft Auto
None;Magic Barrage - Bitferno
Tony Hawk's Pro Skater 5;Tony Hawk's Pro Skater HD
Demon's Souls;Divine Souls
Disgaea Infinite;Tap Tap Infinity
Super Batter Up;Super Crate Box
Glory Days 2;Geometry Dash
nail'd;Nail'd
Turn It Around;Pound of Ground
Brothers: A Tale of Two Sons;Brothers - A Tale of Two Sons
Hot Pixel;McPixel
None;PARTICLE MACE
None;Fallen Earth
Extermination;Spermination
World Tour Soccer;World of Soccer online
Dead Rising;Dead Pixels
Pariah;Particula
None;Absolute Drift
Mini Ninjas;Mini Ninjas
Casper;Caster
Driver;Bus Driver
None;Shower With Your Dad Simulator 2015 Do You Still Shower With Your Dad
Pac-Man;La-Mulana
The Godfather;Xeodrifter
Ikaruga;Ikaruga
WWE 2K15;WWE 2K15
None;Galaxy on Fire 2 Full HD
X3: Terran Conflict;X3 Terran Conflict
Hitman: Contracts;Hitman Contracts
None;The Musketeers Victoria's Quest
Dungeon Siege III;Dungeon Siege III
LEGO Harry Potter: Years 5-7;LEGO Harry Potter Years 5-7
None;12 Labours of Hercules II The Cretan Bull
Balls of Fury;Ballad of Solar
Heroes of Hellas 2: Olympia;Heroes of Hellas 3 Athens
Broken Sword 5: The Serpent's Curse;Broken Sword 5 - the Serpent's Curse
Assassin's Creed Chronicles: China;Assassins Creed Chronicles China
None;Enigmatis 2 The Mists of Ravenwood
None;Nightmares from the Deep 3 Davy Jones
Mega Man 8 Anniversary Collector's Edition;Melissa K. and the Heart of Gold Collector's Edition
Kingdom Hearts;Kingdom Tales 2
Age of Empires: Collector's Edition;Portal of Evil Stolen Runes Collector's Edition
Mystery Stories: Curse of the Ancient Spirits;Time Mysteries 2 The Ancient Spectres
None;Fall of the New Age Premium Edition
Legend of the Dragon;Grim Legends 2 Song of the Dark Swan
None;Time Mysteries 3 The Final Enigma
Age of Empires: Collector's Edition;The Beast of Lycan Isle - Collector's Edition
The Shoot;The Room
Mountain Bike Adrenaline;Mountain Crime Requital
None;Weather Lord The Successor's Path
None;Demon Hunter Chronicles from Beyond
Risen 3: Titan Lords;Risen 3 - Titan Lords
Age of Empires: Collector's Edition;Ghost Encounters Deadwood - Collector's Edition
LEGO The Lord of the Rings;Alex Hunter - Lord of the Mind
None;Left in the Dark No One on Board
None;Fairy Tale Mysteries The Puppet Thief Collector's Edition
None;Night Mysteries The Amphora Prisoner
King Arthur;Viking Brothers
Tokimeki Memorial 2;Toki Tori 2+
None;Ice Age Continental Drift Arctic Games
Tomb Raider: Anniversary;Fable Anniversary
Master of Illusion;Mystery of Neuschwanstein
Disney Golf;3D Mini Golf
The Treasures of Montezuma;The Treasures of Montezuma 4
None;Rescue Team 5
None;Castle Never Judge a Book by its Cover
Secrets of the Titanic;Secret of the Magic Crystal
None;Never Alone (Kisima Ingitchuna)
Clockwork Knight;The Clockwork Man
None;Dark Arcana The Carnival
The Game of Life;The Good Life
15 Days;15 Days
None;Season Match 3 - Curse of the Witch Crow
None;The Egyptian Prophecy The Fate of Ramses
None;Black Viper Sophia's Fate
Star Wars: Starfighter;Star Wars Starfighter
Lost Dimension;Puzzle Dimension
Card Games;PC Gamer
None;Tidalis
Nanda's Island;Randal's Monday
Operation Flashpoint: Dragon Rising;Operation Flashpoint Dragon Rising
The Secret World;The Secret World
Divinity II: The Dragon Knight Saga;Divinity II - The Dragon Knight Saga
Metal Dungeon;Darkest Dungeon
Xenogears;Xenonauts
Tales of Eternia;Tales of Maj'Eyal
None;Monday Night Combat
Zone of the Enders;Age of Wonders
Alpha Protocol;Alpha Protocol
Tom Clancy's Rainbow Six: Vegas 2;Tom Clancy's Rainbow Six Vegas 2
Mount & Blade;Mount & Blade
Apocalypse;X-COM Apocalypse
Savage Skies;Savage Lands
Take On Helicopters;Take On Mars
WCW vs the World;Craft The World
Legend: Hand of God;Legend of Grimrock 2
The Chronicles of Riddick: Assault on Dark Athena;The Chronicles of Riddick Assault on Dark Athena
King Arthur;King Arthur's Gold
Small Soldiers;Swords and Soldiers HD
Sid Meier's Civilization Revolution;Sid Meier's Civilization IV Colonization
None;Clickteam Fusion 2.5
Medal of Honor: Airborne;Medal of Honor Airborne
Mega Man X: Command Mission;Carrier Command Gaea Mission
None;Depths of Peril
Star Fox Command;Unity of Command
None;Avadon The Black Fortress
NHL Slapshot;Hack, Slash, Loot
Bulletstorm;Blockstorm
Rock Band;Blockland
Anarchy Reigns;Anarchy Arcade
Discworld;Elsword
Small Soldiers;Small World 2
Iron & Blood;Iron Grip Warlord
Syberia;Syberia
Winning Post 8 2015;Winning Post 8 2015
None;Uplink
None;Tiny and Big Grandpa's Leftovers
Dead to Rights: Retribution;Steel Storm Burning Retribution
None;BIT.TRIP Presents... Runner2 Future Legend of Rhythm Alien
None;SkyDrift
